"REGION","COUNTRY","REPORTYEAR","POPULATION","donor_status","donor_type","donors"
"Europe","Portugal",2013,10.6,"Actual","DCD",0
"Europe","Portugal",2013,10.6,"Utilized","DBD",289
"Europe","Portugal",2013,10.6,"Utilized","DCD",0
"Europe","Portugal",2014,10.6,"Actual","DBD",289
"Europe","Portugal",2014,10.6,"Actual","DCD",0
"Europe","Portugal",2014,10.6,"Utilized","DBD",263
"Europe","Portugal",2014,10.6,"Utilized","DCD",0
"Eastern Mediterranean","Qatar",2009,1.4,"Actual","DBD",2
"Eastern Mediterranean","Qatar",2009,1.4,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2010,1.5,"Actual","DBD",4
"Eastern Mediterranean","Qatar",2010,1.5,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2011,1.9,"Actual","DBD",3
"Eastern Mediterranean","Qatar",2011,1.9,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2011,1.9,"Utilized","DBD",3
"Eastern Mediterranean","Qatar",2011,1.9,"Utilized","DCD",0
"Eastern Mediterranean","Qatar",2012,1.9,"Actual","DBD",3
"Eastern Mediterranean","Qatar",2012,1.9,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2012,1.9,"Utilized","DBD",3
"Eastern Mediterranean","Qatar",2012,1.9,"Utilized","DCD",0
"Eastern Mediterranean","Qatar",2013,2.2,"Actual","DBD",3
"Eastern Mediterranean","Qatar",2013,2.2,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2013,2.2,"Utilized","DBD",3
"Eastern Mediterranean","Qatar",2013,2.2,"Utilized","DCD",0
"Eastern Mediterranean","Qatar",2014,2.3,"Actual","DBD",8
"Eastern Mediterranean","Qatar",2014,2.3,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2014,2.3,"Utilized","DBD",5
"Eastern Mediterranean","Qatar",2014,2.3,"Utilized","DCD",0
"Western Pacific","Republic of Korea",2005,47.8,"Actual","DBD",91
"Western Pacific","Republic of Korea",2005,47.8,"Actual","DCD",0
"Western Pacific","Republic of Korea",2006,48,"Actual","DBD",140
"Western Pacific","Republic of Korea",2006,48,"Actual","DCD",1
"Western Pacific","Republic of Korea",2007,48.1,"Actual","DBD",144
"Western Pacific","Republic of Korea",2007,48.1,"Actual","DCD",4
"Western Pacific","Republic of Korea",2008,48.4,"Actual","DBD",144
"Western Pacific","Republic of Korea",2008,48.4,"Actual","DCD",4
"Western Pacific","Republic of Korea",2009,48.3,"Actual","DBD",253
"Western Pacific","Republic of Korea",2009,48.3,"Actual","DCD",8
"Western Pacific","Republic of Korea",2010,48.5,"Actual","DBD",264
"Western Pacific","Republic of Korea",2010,48.5,"Actual","DCD",4
"Western Pacific","Republic of Korea",2011,48.4,"Actual","DBD",264
"Western Pacific","Republic of Korea",2011,48.4,"Actual","DCD",4
"Western Pacific","Republic of Korea",2012,48.6,"Actual","DBD",458
"Western Pacific","Republic of Korea",2012,48.6,"Actual","DCD",1
"Western Pacific","Republic of Korea",2012,48.6,"Utilized","DBD",408
"Western Pacific","Republic of Korea",2012,48.6,"Utilized","DCD",1
"Western Pacific","Republic of Korea",2013,49.3,"Actual","DBD",415
"Western Pacific","Republic of Korea",2013,49.3,"Actual","DCD",1
"Western Pacific","Republic of Korea",2013,49.3,"Utilized","DBD",415
"Western Pacific","Republic of Korea",2013,49.3,"Utilized","DCD",1
"Western Pacific","Republic of Korea",2014,49.5,"Actual","DBD",445
"Western Pacific","Republic of Korea",2014,49.5,"Actual","DCD",1
"Western Pacific","Republic of Korea",2014,49.5,"Utilized","DBD",445
"Western Pacific","Republic of Korea",2014,49.5,"Utilized","DCD",1
"Europe","Republic of Moldova",2009,3.6,"Actual","DBD",0
"Europe","Republic of Moldova",2009,3.6,"Actual","DCD",0
"Europe","Republic of Moldova",2010,3.6,"Actual","DBD",0
"Europe","Republic of Moldova",2010,3.6,"Actual","DCD",0
"Europe","Republic of Moldova",2011,3.5,"Actual","DBD",0
"Europe","Republic of Moldova",2011,3.5,"Actual","DCD",0
"Europe","Republic of Moldova",2012,3.5,"Actual","DBD",0
"Europe","Republic of Moldova",2012,3.5,"Actual","DCD",0
"Europe","Republic of Moldova",2013,3.5,"Actual","DBD",0
"Europe","Republic of Moldova",2013,3.5,"Actual","DCD",0
"Europe","Republic of Moldova",2013,3.5,"Utilized","DBD",0
"Europe","Republic of Moldova",2013,3.5,"Utilized","DCD",0
"Europe","Republic of Moldova",2014,3.5,"Actual","DBD",11
"Europe","Republic of Moldova",2014,3.5,"Actual","DCD",0
"Europe","Republic of Moldova",2014,3.5,"Utilized","DBD",10
"Europe","Republic of Moldova",2014,3.5,"Utilized","DCD",0
"Europe","Romania",2000,22.3,"Actual","DBD",25
"Europe","Romania",2001,22.4,"Actual","DBD",21
"Europe","Romania",2002,22.3,"Actual","DBD",13
"Europe","Romania",2003,22.3,"Actual","DBD",8
"Europe","Romania",2003,22.3,"Actual","DCD",0
"Europe","Romania",2004,22.3,"Actual","DBD",10
"Europe","Romania",2005,21.7,"Actual","DBD",11
"Europe","Romania",2006,21.6,"Actual","DBD",22
"Europe","Romania",2006,21.6,"Actual","DCD",0
"Europe","Romania",2007,21.5,"Actual","DBD",36
"Europe","Romania",2007,21.5,"Actual","DCD",0
"Europe","Romania",2008,21.3,"Actual","DBD",59
"Europe","Romania",2008,21.3,"Actual","DCD",1
"Europe","Romania",2009,21.3,"Actual","DBD",42
"Europe","Romania",2009,21.3,"Actual","DCD",0
"Europe","Romania",2009,21.3,"Utilized","DBD",42
"Europe","Romania",2009,21.3,"Utilized","DCD",0
"Europe","Romania",2010,21.2,"Actual","DBD",70
"Europe","Romania",2010,21.2,"Actual","DCD",0
"Europe","Romania",2011,21.4,"Actual","DBD",74
"Europe","Romania",2011,21.4,"Actual","DCD",3
"Europe","Romania",2012,21.4,"Actual","DBD",64
"Europe","Romania",2012,21.4,"Actual","DCD",1
"Europe","Romania",2013,21.7,"Actual","DBD",132
"Europe","Romania",2013,21.7,"Actual","DCD",0
"Europe","Romania",2013,21.7,"Utilized","DBD",132
"Europe","Romania",2013,21.7,"Utilized","DCD",0
"Europe","Romania",2014,21.6,"Actual","DBD",138
"Europe","Romania",2014,21.6,"Actual","DCD",0
"Europe","Russian Federation",2010,140.4,"Actual","DBD",281
"Europe","Russian Federation",2010,140.4,"Actual","DCD",206
"Europe","Russian Federation",2011,142.8,"Actual","DBD",283
"Europe","Russian Federation",2011,142.8,"Actual","DCD",187
"Europe","Russian Federation",2012,142.7,"Actual","DBD",291
"Europe","Russian Federation",2012,142.7,"Actual","DCD",121
"Europe","Russian Federation",2013,142.8,"Actual","DBD",304
"Europe","Russian Federation",2013,142.8,"Actual","DCD",116
"Europe","Russian Federation",2013,142.8,"Utilized","DBD",304
"Europe","Russian Federation",2013,142.8,"Utilized","DCD",116
"Europe","Russian Federation",2014,142.5,"Actual","DBD",359
"Europe","Russian Federation",2014,142.5,"Actual","DCD",106
"Europe","Russian Federation",2014,142.5,"Utilized","DBD",359
"Europe","Russian Federation",2014,142.5,"Utilized","DCD",106
"Eastern Mediterranean","Saudi Arabia",2004,24.9,"Actual","DBD",54
"Eastern Mediterranean","Saudi Arabia",2004,24.9,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2005,24.6,"Actual","DBD",62
"Eastern Mediterranean","Saudi Arabia",2005,24.6,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2006,25.2,"Actual","DBD",102
"Eastern Mediterranean","Saudi Arabia",2006,25.2,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2007,25.8,"Actual","DBD",80
"Eastern Mediterranean","Saudi Arabia",2007,25.8,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2008,25.3,"Actual","DBD",103
"Eastern Mediterranean","Saudi Arabia",2008,25.3,"Actual","DCD",2
"Eastern Mediterranean","Saudi Arabia",2009,25.7,"Actual","DBD",68
"Eastern Mediterranean","Saudi Arabia",2009,25.7,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2010,26.2,"Actual","DBD",94
"Eastern Mediterranean","Saudi Arabia",2010,26.2,"Actual","DCD",1
"Eastern Mediterranean","Saudi Arabia",2011,28.1,"Actual","DBD",73
"Eastern Mediterranean","Saudi Arabia",2011,28.1,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2011,28.1,"Utilized","DBD",73
"Eastern Mediterranean","Saudi Arabia",2011,28.1,"Utilized","DCD",0
"Eastern Mediterranean","Saudi Arabia",2012,28.7,"Actual","DBD",83
"Eastern Mediterranean","Saudi Arabia",2012,28.7,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2012,28.7,"Utilized","DBD",80
"Eastern Mediterranean","Saudi Arabia",2012,28.7,"Utilized","DCD",0
"Eastern Mediterranean","Saudi Arabia",2013,28.8,"Actual","DBD",67
"Eastern Mediterranean","Saudi Arabia",2013,28.8,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2013,28.8,"Utilized","DBD",63
"Eastern Mediterranean","Saudi Arabia",2013,28.8,"Utilized","DCD",0
"Eastern Mediterranean","Saudi Arabia",2014,29.4,"Actual","DBD",101
"Eastern Mediterranean","Saudi Arabia",2014,29.4,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2014,29.4,"Utilized","DBD",94
"Eastern Mediterranean","Saudi Arabia",2014,29.4,"Utilized","DCD",0
"Africa","Senegal",2012,13.1,"Actual","DBD",0
"Africa","Senegal",2012,13.1,"Actual","DCD",0
"Africa","Senegal",2012,13.1,"Utilized","DBD",0
"Africa","Senegal",2012,13.1,"Utilized","DCD",0
"Africa","Senegal",2013,14.1,"Actual","DBD",0
"Africa","Senegal",2013,14.1,"Actual","DCD",0
"Africa","Senegal",2013,14.1,"Utilized","DBD",0
"Africa","Senegal",2013,14.1,"Utilized","DCD",0
"Africa","Senegal",2014,14.5,"Actual","DBD",0
"Africa","Senegal",2014,14.5,"Actual","DCD",0
"Africa","Senegal",2014,14.5,"Utilized","DBD",0
"Africa","Senegal",2014,14.5,"Utilized","DCD",0
"Europe","Serbia",2013,9.5,"Actual","DBD",41
"Europe","Serbia",2013,9.5,"Actual","DCD",0
"Europe","Serbia",2013,9.5,"Utilized","DBD",41
"Europe","Serbia",2013,9.5,"Utilized","DCD",0
"Europe","Serbia",2014,9.5,"Actual","DBD",41
"Europe","Serbia",2014,9.5,"Actual","DCD",0
"Europe","Serbia",2014,9.5,"Utilized","DBD",41
"Europe","Serbia",2014,9.5,"Utilized","DCD",0
"Western Pacific","Singapore",2005,4.3,"Actual","DBD",20
"Western Pacific","Singapore",2005,4.3,"Actual","DCD",1
"Western Pacific","Singapore",2006,4.4,"Actual","DBD",28
"Western Pacific","Singapore",2006,4.4,"Actual","DCD",2
"Western Pacific","Singapore",2007,4.4,"Actual","DBD",25
"Western Pacific","Singapore",2007,4.4,"Actual","DCD",1
"Western Pacific","Singapore",2008,4.5,"Actual","DBD",23
"Western Pacific","Singapore",2008,4.5,"Actual","DCD",4
"Western Pacific","Singapore",2009,4.7,"Actual","DBD",20
"Western Pacific","Singapore",2009,4.7,"Actual","DCD",5
"Western Pacific","Singapore",2010,4.8,"Actual","DBD",23
"Western Pacific","Singapore",2010,4.8,"Actual","DCD",3
"Western Pacific","Singapore",2011,5.2,"Actual","DBD",18
"Western Pacific","Singapore",2011,5.2,"Actual","DCD",2
"Western Pacific","Singapore",2011,5.2,"Utilized","DBD",18
"Western Pacific","Singapore",2011,5.2,"Utilized","DCD",2
"Western Pacific","Singapore",2012,5.3,"Actual","DBD",15
"Western Pacific","Singapore",2012,5.3,"Actual","DCD",0
"Western Pacific","Singapore",2012,5.3,"Utilized","DBD",15
"Western Pacific","Singapore",2012,5.3,"Utilized","DCD",0
"Western Pacific","Singapore",2013,5.4,"Actual","DBD",24
"Western Pacific","Singapore",2013,5.4,"Actual","DCD",0
"Western Pacific","Singapore",2013,5.4,"Utilized","DBD",24
"Western Pacific","Singapore",2013,5.4,"Utilized","DCD",0
"Western Pacific","Singapore",2014,5.5,"Actual","DBD",15
"Western Pacific","Singapore",2014,5.5,"Actual","DCD",1
"Western Pacific","Singapore",2014,5.5,"Utilized","DBD",15
"Western Pacific","Singapore",2014,5.5,"Utilized","DCD",1
"Europe","Slovakia",2000,5.4,"Actual","DBD",46
"Europe","Slovakia",2002,5.4,"Actual","DBD",37
"Europe","Slovakia",2003,5.4,"Actual","DBD",46
"Europe","Slovakia",2004,5.4,"Actual","DBD",55
"Europe","Slovakia",2005,5.4,"Actual","DBD",64
"Europe","Slovakia",2006,5.4,"Actual","DBD",64
"Europe","Slovakia",2006,5.4,"Actual","DCD",0
"Europe","Slovakia",2007,5.4,"Actual","DBD",107
"Europe","Slovakia",2007,5.4,"Actual","DCD",0
"Europe","Slovakia",2008,5.4,"Actual","DBD",77
"Europe","Slovakia",2008,5.4,"Actual","DCD",0
"Europe","Slovakia",2009,5.4,"Actual","DBD",86
"Europe","Slovakia",2009,5.4,"Actual","DCD",0
"Europe","Slovakia",2009,5.4,"Utilized","DBD",86
"Europe","Slovakia",2009,5.4,"Utilized","DCD",0
"Europe","Slovakia",2010,5.4,"Actual","DBD",91
"Europe","Slovakia",2010,5.4,"Actual","DCD",0
"Europe","Slovakia",2011,5.5,"Actual","DBD",69
"Europe","Slovakia",2011,5.5,"Actual","DCD",0
"Europe","Slovakia",2012,5.5,"Actual","DBD",71
"Europe","Slovakia",2012,5.5,"Actual","DCD",0
"Europe","Slovakia",2013,5.5,"Actual","DBD",60
"Europe","Slovakia",2013,5.5,"Actual","DCD",0
"Europe","Slovakia",2013,5.5,"Utilized","DBD",57
"Europe","Slovakia",2013,5.5,"Utilized","DCD",0
"Europe","Slovakia",2014,5.5,"Actual","DBD",64
"Europe","Slovakia",2014,5.5,"Actual","DCD",0
"Europe","Slovakia",2014,5.5,"Utilized","DBD",58
"Europe","Slovakia",2014,5.5,"Utilized","DCD",0
"Europe","Slovenia",2000,2,"Actual","DBD",22
"Europe","Slovenia",2001,2,"Actual","DBD",23
"Europe","Slovenia",2002,2,"Actual","DBD",35
"Europe","Slovenia",2003,2,"Actual","DBD",28
"Europe","Slovenia",2004,2,"Actual","DBD",36
"Europe","Slovenia",2005,2,"Actual","DBD",21
"Europe","Slovenia",2007,2,"Actual","DBD",23
"Europe","Slovenia",2007,2,"Actual","DCD",0
"Europe","Slovenia",2008,2,"Actual","DBD",37
"Europe","Slovenia",2009,2,"Utilized","DBD",34
"Europe","Slovenia",2009,2,"Utilized","DCD",0
"Europe","Slovenia",2010,2,"Actual","DBD",41
"Europe","Slovenia",2010,2,"Actual","DCD",0
"Europe","Slovenia",2011,2,"Actual","DBD",31
"Europe","Slovenia",2011,2,"Actual","DCD",0
"Europe","Slovenia",2012,2,"Actual","DBD",47
"Europe","Slovenia",2012,2,"Actual","DCD",0
"Europe","Slovenia",2013,2.1,"Actual","DBD",48
"Europe","Slovenia",2013,2.1,"Actual","DCD",0
"Europe","Slovenia",2013,2.1,"Utilized","DBD",45
"Europe","Slovenia",2013,2.1,"Utilized","DCD",0
"Europe","Slovenia",2014,2.1,"Actual","DBD",44
"Europe","Slovenia",2014,2.1,"Actual","DCD",0
"Europe","Slovenia",2014,2.1,"Utilized","DBD",43
"Europe","Slovenia",2014,2.1,"Utilized","DCD",0
"Africa","South Africa",2008,48.8,"Actual","DBD",70
"Africa","South Africa",2008,48.8,"Actual","DCD",10
"Africa","South Africa",2009,50.1,"Actual","DBD",138
"Africa","South Africa",2009,50.1,"Actual","DCD",2
"Africa","South Africa",2010,50.5,"Actual","DBD",98
"Africa","South Africa",2011,50.5,"Actual","DBD",77
"Africa","South Africa",2011,50.5,"Actual","DCD",0
"Africa","South Africa",2011,50.5,"Utilized","DBD",77
"Africa","South Africa",2011,50.5,"Utilized","DCD",0
"Africa","South Africa",2012,50.7,"Actual","DBD",102
"Africa","South Africa",2012,50.7,"Actual","DCD",2
"Africa","South Africa",2012,50.7,"Utilized","DBD",102
"Africa","South Africa",2012,50.7,"Utilized","DCD",2
"Africa","South Africa",2013,52.8,"Actual","DBD",65
"Africa","South Africa",2013,52.8,"Actual","DCD",5
"Africa","South Africa",2013,52.8,"Utilized","DBD",65
"Africa","South Africa",2013,52.8,"Utilized","DCD",5
"Africa","South Africa",2014,53.1,"Actual","DBD",76
"Africa","South Africa",2014,53.1,"Actual","DCD",0
"Africa","South Africa",2014,53.1,"Utilized","DBD",76
"Africa","South Africa",2014,53.1,"Utilized","DCD",0
"Europe","Spain",2003,41.1,"Actual","DBD",1387
"Europe","Spain",2003,41.1,"Actual","DCD",56
"Europe","Spain",2004,41.1,"Actual","DBD",1424
"Europe","Spain",2004,41.1,"Actual","DCD",71
"Europe","Spain",2005,43.1,"Actual","DBD",1475
"Europe","Spain",2005,43.1,"Actual","DCD",71
"Europe","Spain",2006,43.4,"Actual","DCD",76
"Europe","Spain",2007,43.6,"Actual","DBD",1462
"Europe","Spain",2007,43.6,"Actual","DCD",88
"Europe","Spain",2008,44.6,"Actual","DBD",1500
"Europe","Spain",2008,44.6,"Actual","DCD",77
"Europe","Spain",2009,44.9,"Actual","DBD",1499
"Europe","Spain",2009,44.9,"Actual","DCD",107
"Europe","Spain",2009,44.9,"Utilized","DBD",1317
"Europe","Spain",2009,44.9,"Utilized","DCD",83
"Europe","Spain",2010,45.3,"Actual","DBD",1372
"Europe","Spain",2010,45.3,"Actual","DCD",130
"Europe","Spain",2011,46.5,"Actual","DBD",1550
"Europe","Spain",2011,46.5,"Actual","DCD",117
"Europe","Spain",2012,46.8,"Actual","DBD",1482
"Europe","Spain",2012,46.8,"Actual","DCD",161
"Europe","Spain",2013,46.9,"Actual","DBD",1496
"Europe","Spain",2013,46.9,"Actual","DCD",159
"Europe","Spain",2013,46.9,"Utilized","DBD",1336
"Europe","Spain",2013,46.9,"Utilized","DCD",119
"Europe","Spain",2014,47.1,"Actual","DBD",1489
"Europe","Spain",2014,47.1,"Actual","DCD",193
"Europe","Spain",2014,47.1,"Utilized","DBD",1297
"Europe","Spain",2014,47.1,"Utilized","DCD",145
"Eastern Mediterranean","Sudan",2006,37,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2006,37,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2007,37.8,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2007,37.8,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2009,42.3,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2009,42.3,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2010,43.2,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2010,43.2,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2011,44.6,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2011,44.6,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2011,44.6,"Utilized","DBD",0
"Eastern Mediterranean","Sudan",2011,44.6,"Utilized","DCD",0
"Eastern Mediterranean","Sudan",2012,35,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2012,35,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2012,35,"Utilized","DBD",0
"Eastern Mediterranean","Sudan",2012,35,"Utilized","DCD",0
"Eastern Mediterranean","Sudan",2013,38,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2013,38,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2013,38,"Utilized","DBD",0
"Eastern Mediterranean","Sudan",2013,38,"Utilized","DCD",0
"Eastern Mediterranean","Sudan",2014,38.8,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2014,38.8,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2014,38.8,"Utilized","DBD",0
"Eastern Mediterranean","Sudan",2014,38.8,"Utilized","DCD",0
"Europe","Sweden",2000,8.9,"Actual","DBD",97
"Europe","Sweden",2001,8.8,"Actual","DBD",108
"Europe","Sweden",2002,8.8,"Actual","DBD",98
"Europe","Sweden",2003,8.9,"Actual","DBD",114
"Europe","Sweden",2003,8.9,"Actual","DCD",0
"Europe","Sweden",2004,8.9,"Actual","DBD",123
"Europe","Sweden",2005,9,"Actual","DBD",128
"Europe","Sweden",2005,9,"Actual","DCD",0
"Europe","Sweden",2006,9.1,"Actual","DBD",137
"Europe","Sweden",2007,9.1,"Actual","DBD",133
"Europe","Sweden",2008,9.2,"Actual","DBD",152
"Europe","Sweden",2009,9.2,"Actual","DBD",128
"Europe","Sweden",2009,9.2,"Actual","DCD",0
"Europe","Sweden",2009,9.2,"Utilized","DBD",128
"Europe","Sweden",2009,9.2,"Utilized","DCD",0
"Europe","Sweden",2010,9.3,"Actual","DBD",118
"Europe","Sweden",2010,9.3,"Actual","DCD",0
"Europe","Sweden",2011,9.4,"Actual","DBD",146
"Europe","Sweden",2011,9.4,"Actual","DCD",0
"Europe","Sweden",2012,9.5,"Actual","DBD",143
"Europe","Sweden",2012,9.5,"Actual","DCD",0
"Europe","Sweden",2013,9.6,"Actual","DBD",152
"Europe","Sweden",2013,9.6,"Actual","DCD",0
"Europe","Sweden",2014,9.6,"Actual","DBD",166
"Europe","Sweden",2014,9.6,"Actual","DCD",0
"Europe","Sweden",2014,9.6,"Utilized","DBD",166
"Europe","Sweden",2014,9.6,"Utilized","DCD",0
"Europe","Switzerland",2000,7.4,"Actual","DBD",98
"Europe","Switzerland",2001,7.2,"Actual","DBD",95
"Europe","Switzerland",2002,7.2,"Actual","DBD",75
"Europe","Switzerland",2003,7.2,"Actual","DBD",89
"Europe","Switzerland",2003,7.2,"Actual","DCD",6
"Europe","Switzerland",2004,7.2,"Actual","DBD",85
"Europe","Switzerland",2004,7.2,"Actual","DCD",6
"Europe","Switzerland",2005,7.3,"Actual","DBD",90
"Europe","Switzerland",2005,7.3,"Actual","DCD",2
"Europe","Switzerland",2007,7.3,"Actual","DBD",81
"Europe","Switzerland",2008,7.5,"Actual","DBD",90
"Europe","Switzerland",2009,7.6,"Actual","DBD",103
"Europe","Switzerland",2009,7.6,"Actual","DCD",0
"Europe","Switzerland",2010,7.6,"Actual","DBD",98
"Europe","Switzerland",2010,7.6,"Actual","DCD",0
"Europe","Switzerland",2011,7.7,"Actual","DBD",97
"Europe","Switzerland",2011,7.7,"Actual","DCD",3
"Europe","Switzerland",2012,7.7,"Actual","DBD",89
"Europe","Switzerland",2012,7.7,"Actual","DCD",7
"Europe","Switzerland",2013,8.1,"Actual","DBD",98
"Europe","Switzerland",2013,8.1,"Actual","DCD",12
"Europe","Switzerland",2013,8.1,"Utilized","DBD",91
"Europe","Switzerland",2013,8.1,"Utilized","DCD",12
"Europe","Switzerland",2014,8.2,"Actual","DBD",99
"Europe","Switzerland",2014,8.2,"Actual","DCD",18
"Europe","Switzerland",2014,8.2,"Utilized","DBD",95
"Europe","Switzerland",2014,8.2,"Utilized","DCD",18
"Eastern Mediterranean","Syrian Arab Republic",2005,19,"Actual","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2005,19,"Actual","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2007,20,"Actual","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2007,20,"Actual","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2009,21.9,"Actual","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2009,21.9,"Actual","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2010,22.5,"Actual","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2010,22.5,"Actual","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2011,20.8,"Actual","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2011,20.8,"Actual","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2011,20.8,"Utilized","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2011,20.8,"Utilized","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2012,21.1,"Actual","DBD",0
